year,origin_code_state,origin_code_county,origin_state,origin_county,dest_code_state,dest_code_county,dest_state,dest_county,num_movers
2011,13,135,GA,Gwinnett,25,17,MA,Middlesex,31
2011,13,135,GA,Gwinnett,26,81,MI,Kent,48
2011,13,135,GA,Gwinnett,34,7,NJ,Camden,27
2011,13,135,GA,Gwinnett,45,3,SC,Aiken,37
2011,13,135,GA,Gwinnett,47,187,TN,Williamson,50
2011,13,135,GA,Gwinnett,51,41,VA,Chesterfield,48
2011,13,135,GA,Gwinnett,51,510,VA,Alexandria city,43
2011,13,135,GA,Gwinnett,12,115,FL,Sarasota,33
2011,13,135,GA,Gwinnett,22,33,LA,East Baton Rouge Parish,29
2011,13,135,GA,Gwinnett,24,3,MD,Anne Arundel,30
2011,13,135,GA,Gwinnett,25,9,MA,Essex,35
2011,13,135,GA,Gwinnett,34,31,NJ,Passaic,37
2011,13,135,GA,Gwinnett,48,215,TX,Hidalgo,53
2011,13,135,GA,Gwinnett,51,107,VA,Loudoun,48
2011,13,135,GA,Gwinnett,12,35,FL,Flagler,36
2011,13,135,GA,Gwinnett,18,3,IN,Allen,27
2011,13,135,GA,Gwinnett,31,55,NE,Douglas,39
2011,13,135,GA,Gwinnett,35,1,NM,Bernalillo,25
2011,13,135,GA,Gwinnett,51,13,VA,Arlington,19
2011,13,135,GA,Gwinnett,1,15,AL,Calhoun,36
2011,13,135,GA,Gwinnett,6,111,CA,Ventura,36
2011,13,135,GA,Gwinnett,12,69,FL,Lake,27
2011,13,135,GA,Gwinnett,25,25,MA,Suffolk,29
2011,13,135,GA,Gwinnett,26,49,MI,Genesee,32
2011,13,135,GA,Gwinnett,37,25,NC,Cabarrus,41
2011,13,135,GA,Gwinnett,39,113,OH,Montgomery,37
2011,13,135,GA,Gwinnett,42,45,PA,Delaware,33
2011,13,135,GA,Gwinnett,51,87,VA,Henrico,25
2011,13,135,GA,Gwinnett,1,125,AL,Tuscaloosa,22
2011,13,135,GA,Gwinnett,8,35,CO,Douglas,31
2011,13,135,GA,Gwinnett,8,59,CO,Jefferson,29
2011,13,135,GA,Gwinnett,10,3,DE,New Castle,27
2011,13,135,GA,Gwinnett,17,97,IL,Lake,30
2011,13,135,GA,Gwinnett,19,153,IA,Polk,20
2011,13,135,GA,Gwinnett,26,99,MI,Macomb,16
2011,13,135,GA,Gwinnett,34,21,NJ,Mercer,24
2011,13,135,GA,Gwinnett,45,35,SC,Dorchester,28
2011,13,135,GA,Gwinnett,45,73,SC,Oconee,32
2011,13,135,GA,Gwinnett,1,113,AL,Russell,31
2011,13,135,GA,Gwinnett,5,7,AR,Benton,25
2011,13,135,GA,Gwinnett,12,19,FL,Clay,25
2011,13,135,GA,Gwinnett,12,85,FL,Martin,21
2011,13,135,GA,Gwinnett,12,113,FL,Santa Rosa,26
2011,13,135,GA,Gwinnett,17,113,IL,Mclean,28
2011,13,135,GA,Gwinnett,20,91,KS,Johnson,23
2011,13,135,GA,Gwinnett,27,37,MN,Dakota,29
2011,13,135,GA,Gwinnett,29,95,MO,Jackson,21
2011,13,135,GA,Gwinnett,36,29,NY,Erie,24
2011,13,135,GA,Gwinnett,41,67,OR,Washington,23
2011,13,135,GA,Gwinnett,47,125,TN,Montgomery,29
2011,13,135,GA,Gwinnett,48,339,TX,Montgomery,28
2011,13,135,GA,Gwinnett,18,57,IN,Hamilton,20
2011,13,135,GA,Gwinnett,20,173,KS,Sedgwick,34
2011,13,135,GA,Gwinnett,22,55,LA,Lafayette Parish,28
2011,13,135,GA,Gwinnett,25,21,MA,Norfolk,18
2011,13,135,GA,Gwinnett,37,179,NC,Union,29
2011,13,135,GA,Gwinnett,40,143,OK,Tulsa,18
2011,13,135,GA,Gwinnett,42,77,PA,Lehigh,28
2011,13,135,GA,Gwinnett,47,11,TN,Bradley,20
2011,13,135,GA,Gwinnett,47,163,TN,Sullivan,19
2011,13,135,GA,Gwinnett,49,49,UT,Utah,25
2011,13,135,GA,Gwinnett,57,3,FR,Foreign - Puerto Rico,22
2011,13,135,GA,Gwinnett,6,13,CA,Contra Costa,21
2011,13,135,GA,Gwinnett,6,53,CA,Monterey,22
2011,13,135,GA,Gwinnett,12,89,FL,Nassau,23
2011,13,135,GA,Gwinnett,12,119,FL,Sumter,15
2011,13,135,GA,Gwinnett,17,197,IL,Will,24
2011,13,135,GA,Gwinnett,28,121,MS,Rankin,15
2011,13,135,GA,Gwinnett,36,67,NY,Onondaga,17
2011,13,135,GA,Gwinnett,37,101,NC,Johnston,14
2011,13,135,GA,Gwinnett,41,51,OR,Multnomah,22
2011,13,135,GA,Gwinnett,42,43,PA,Dauphin,19
2011,13,135,GA,Gwinnett,45,41,SC,Florence,17
2011,13,135,GA,Gwinnett,48,491,TX,Williamson,24
2011,13,135,GA,Gwinnett,51,710,VA,Norfolk city,15
2011,13,135,GA,Gwinnett,51,760,VA,Richmond city,20
2011,13,135,GA,Gwinnett,58,0,SS,Other Flows - Same State,555
2011,13,135,GA,Gwinnett,59,0,DS,Other Flows - Diff State,4384
2011,13,135,GA,Gwinnett,59,1,DS,Other Flows - Northeast,624
2011,13,135,GA,Gwinnett,59,3,DS,Other Flows - Midwest,987
2011,13,135,GA,Gwinnett,59,5,DS,Other Flows - South,2261
2011,13,135,GA,Gwinnett,59,7,DS,Other Flows - West,512
2011,13,135,GA,Gwinnett,57,9,FR,Foreign - Other flows,156
2011,12,86,FL,Miami Dade,13,63,GA,Clayton,150
2011,12,11,FL,Broward,13,63,GA,Clayton,186
2011,6,37,CA,Los Angeles,13,63,GA,Clayton,115
2011,17,31,IL,Cook,13,63,GA,Clayton,155
2011,26,163,MI,Wayne,13,63,GA,Clayton,115
2011,47,157,TN,Shelby,13,63,GA,Clayton,102
2011,36,47,NY,Kings,13,63,GA,Clayton,94
2011,1,101,AL,Montgomery,13,63,GA,Clayton,67
2011,12,57,FL,Hillsborough,13,63,GA,Clayton,62
2011,12,95,FL,Orange,13,63,GA,Clayton,81
2011,42,101,PA,Philadelphia,13,63,GA,Clayton,64
2011,12,31,FL,Duval,13,63,GA,Clayton,72
2011,37,119,NC,Mecklenburg,13,63,GA,Clayton,72
2011,48,201,TX,Harris,13,63,GA,Clayton,77
2011,36,81,NY,Queens,13,63,GA,Clayton,69
2011,45,79,SC,Richland,13,63,GA,Clayton,62
2011,36,5,NY,Bronx,13,63,GA,Clayton,60
2011,1,73,AL,Jefferson,13,63,GA,Clayton,65
2011,45,45,SC,Greenville,13,63,GA,Clayton,149
2011,57,5,FR,Foreign - APO/FPO ZIPs,13,63,GA,Clayton,54
2011,12,99,FL,Palm Beach,13,63,GA,Clayton,59
2011,22,71,LA,Orleans Parish,13,63,GA,Clayton,51
2011,34,13,NJ,Essex,13,63,GA,Clayton,53
2011,12,73,FL,Leon,13,63,GA,Clayton,39
2011,39,35,OH,Cuyahoga,13,63,GA,Clayton,57
2011,47,37,TN,Davidson,13,63,GA,Clayton,43
2011,4,13,AZ,Maricopa,13,63,GA,Clayton,53
2011,48,113,TX,Dallas,13,63,GA,Clayton,42
2011,24,33,MD,Prince George's,13,63,GA,Clayton,39
2011,24,510,MD,Baltimore city,13,63,GA,Clayton,48
2011,45,19,SC,Charleston,13,63,GA,Clayton,43
2011,12,83,FL,Marion,13,63,GA,Clayton,30
2011,37,51,NC,Cumberland,13,63,GA,Clayton,40
2011,39,61,OH,Hamilton,13,63,GA,Clayton,53
2011,39,113,OH,Montgomery,13,63,GA,Clayton,36
2011,1,81,AL,Lee,13,63,GA,Clayton,34
2011,12,127,FL,Volusia,13,63,GA,Clayton,34
2011,1,89,AL,Madison,13,63,GA,Clayton,33
2011,22,51,LA,Jefferson Parish,13,63,GA,Clayton,39
2011,32,3,NV,Clark,13,63,GA,Clayton,45
2011,18,97,IN,Marion,13,63,GA,Clayton,33
2011,55,79,WI,Milwaukee,13,63,GA,Clayton,37
2011,1,97,AL,Mobile,13,63,GA,Clayton,28
2011,6,73,CA,San Diego,13,63,GA,Clayton,27
2011,37,183,NC,Wake,13,63,GA,Clayton,35
2011,39,49,OH,Franklin,13,63,GA,Clayton,40
2011,48,439,TX,Tarrant,13,63,GA,Clayton,31
2011,6,67,CA,Sacramento,13,63,GA,Clayton,24
2011,15,3,HI,Honolulu,13,63,GA,Clayton,40
2011,36,1,NY,Albany,13,63,GA,Clayton,29
2011,36,61,NY,New York,13,63,GA,Clayton,25
2011,45,13,SC,Beaufort,13,63,GA,Clayton,39
2011,12,5,FL,Bay,13,63,GA,Clayton,30
2011,26,125,MI,Oakland,13,63,GA,Clayton,27
2011,6,1,CA,Alameda,13,63,GA,Clayton,18
2011,9,9,CT,New Haven,13,63,GA,Clayton,25
2011,12,105,FL,Polk,13,63,GA,Clayton,20
2011,22,33,LA,East Baton Rouge Parish,13,63,GA,Clayton,22
2011,37,63,NC,Durham,13,63,GA,Clayton,28
2011,12,33,FL,Escambia,13,63,GA,Clayton,22
2011,12,97,FL,Osceola,13,63,GA,Clayton,30
2011,12,103,FL,Pinellas,13,63,GA,Clayton,21
2011,21,111,KY,Jefferson,13,63,GA,Clayton,28
2011,25,25,MA,Suffolk,13,63,GA,Clayton,15
2011,36,59,NY,Nassau,13,63,GA,Clayton,27
2011,36,103,NY,Suffolk,13,63,GA,Clayton,35
2011,47,125,TN,Montgomery,13,63,GA,Clayton,20
2011,48,27,TX,Bell,13,63,GA,Clayton,20
2011,48,29,TX,Bexar,13,63,GA,Clayton,31
2011,1,113,AL,Russell,13,63,GA,Clayton,20
2011,6,71,CA,San Bernardino,13,63,GA,Clayton,27
2011,12,81,FL,Manatee,13,63,GA,Clayton,22
2011,18,89,IN,Lake,13,63,GA,Clayton,23
2011,24,31,MD,Montgomery,13,63,GA,Clayton,20
2011,36,119,NY,Westchester,13,63,GA,Clayton,23
2011,37,133,NC,Onslow,13,63,GA,Clayton,27
2011,47,65,TN,Hamilton,13,63,GA,Clayton,22
2011,51,59,VA,Fairfax,13,63,GA,Clayton,15
2011,51,810,VA,Virginia Beach city,13,63,GA,Clayton,33
2011,1,87,AL,Macon,13,63,GA,Clayton,14
2011,11,1,DC,District of Columbia,13,63,GA,Clayton,20
2011,12,111,FL,St Lucie,13,63,GA,Clayton,21
2011,24,5,MD,Baltimore,13,63,GA,Clayton,11
2011,26,49,MI,Genesee,13,63,GA,Clayton,20
2011,28,49,MS,Hinds,13,63,GA,Clayton,28
2011,36,29,NY,Erie,13,63,GA,Clayton,24
2011,37,81,NC,Guilford,13,63,GA,Clayton,19
2011,42,3,PA,Allegheny,13,63,GA,Clayton,14
2011,53,53,WA,Pierce,13,63,GA,Clayton,15
2011,58,0,SS,Other Flows - Same State,13,63,GA,Clayton,540
2011,59,0,DS,Other Flows - Diff State,13,63,GA,Clayton,2755
2011,59,1,DS,Other Flows - Northeast,13,63,GA,Clayton,459
2011,59,3,DS,Other Flows - Midwest,13,63,GA,Clayton,558
2011,59,5,DS,Other Flows - South,13,63,GA,Clayton,1407
2011,59,7,DS,Other Flows - West,13,63,GA,Clayton,331
2011,57,9,FR,Foreign - Other flows,13,63,GA,Clayton,27
2011,17,31,IL,Cook,13,67,GA,Cobb,454
2011,12,86,FL,Miami Dade,13,67,GA,Cobb,323
2011,12,11,FL,Broward,13,67,GA,Cobb,316
2011,6,37,CA,Los Angeles,13,67,GA,Cobb,298
2011,12,95,FL,Orange,13,67,GA,Cobb,245
2011,20,173,KS,Sedgwick,13,67,GA,Cobb,292
2011,37,119,NC,Mecklenburg,13,67,GA,Cobb,220
2011,12,31,FL,Duval,13,67,GA,Cobb,198
2011,12,57,FL,Hillsborough,13,67,GA,Cobb,230
2011,1,73,AL,Jefferson,13,67,GA,Cobb,205
2011,48,201,TX,Harris,13,67,GA,Cobb,199
2011,4,13,AZ,Maricopa,13,67,GA,Cobb,201
2011,12,99,FL,Palm Beach,13,67,GA,Cobb,180
2011,36,47,NY,Kings,13,67,GA,Cobb,158
2011,47,157,TN,Shelby,13,67,GA,Cobb,171
2011,12,103,FL,Pinellas,13,67,GA,Cobb,147
2011,36,81,NY,Queens,13,67,GA,Cobb,137
2011,47,37,TN,Davidson,13,67,GA,Cobb,120
2011,26,163,MI,Wayne,13,67,GA,Cobb,143
2011,32,3,NV,Clark,13,67,GA,Cobb,125
2011,26,125,MI,Oakland,13,67,GA,Cobb,123
2011,39,35,OH,Cuyahoga,13,67,GA,Cobb,115
2011,48,113,TX,Dallas,13,67,GA,Cobb,137
2011,6,73,CA,San Diego,13,67,GA,Cobb,128
2011,12,73,FL,Leon,13,67,GA,Cobb,89
2011,37,183,NC,Wake,13,67,GA,Cobb,124
2011,48,439,TX,Tarrant,13,67,GA,Cobb,120
2011,57,5,FR,Foreign - APO/FPO ZIPs,13,67,GA,Cobb,119
2011,39,61,OH,Hamilton,13,67,GA,Cobb,106
2011,36,5,NY,Bronx,13,67,GA,Cobb,110
2011,45,45,SC,Greenville,13,67,GA,Cobb,104
2011,36,59,NY,Nassau,13,67,GA,Cobb,102
2011,1,101,AL,Montgomery,13,67,GA,Cobb,100
2011,1,89,AL,Madison,13,67,GA,Cobb,86
2011,53,33,WA,King,13,67,GA,Cobb,95
2011,27,53,MN,Hennepin,13,67,GA,Cobb,102
2011,45,19,SC,Charleston,13,67,GA,Cobb,78
2011,47,65,TN,Hamilton,13,67,GA,Cobb,73
2011,34,23,NJ,Middlesex,13,67,GA,Cobb,91
2011,36,61,NY,New York,13,67,GA,Cobb,75
2011,51,59,VA,Fairfax,13,67,GA,Cobb,87
2011,29,189,MO,St Louis,13,67,GA,Cobb,82
2011,36,103,NY,Suffolk,13,67,GA,Cobb,98
2011,24,31,MD,Montgomery,13,67,GA,Cobb,79
2011,12,33,FL,Escambia,13,67,GA,Cobb,64
2011,24,33,MD,Prince George's,13,67,GA,Cobb,86
2011,34,13,NJ,Essex,13,67,GA,Cobb,75
2011,42,101,PA,Philadelphia,13,67,GA,Cobb,70
2011,45,79,SC,Richland,13,67,GA,Cobb,78
2011,48,29,TX,Bexar,13,67,GA,Cobb,94
2011,6,59,CA,Orange,13,67,GA,Cobb,76
2011,47,93,TN,Knox,13,67,GA,Cobb,71
2011,48,85,TX,Collin,13,67,GA,Cobb,81
2011,9,1,CT,Fairfield,13,67,GA,Cobb,73
2011,12,127,FL,Volusia,13,67,GA,Cobb,70
2011,22,71,LA,Orleans Parish,13,67,GA,Cobb,63
2011,37,81,NC,Guilford,13,67,GA,Cobb,65
2011,1,117,AL,Shelby,13,67,GA,Cobb,71
2011,36,119,NY,Westchester,13,67,GA,Cobb,80
2011,39,49,OH,Franklin,13,67,GA,Cobb,75
2011,12,71,FL,Lee,13,67,GA,Cobb,62
2011,12,117,FL,Seminole,13,67,GA,Cobb,76
2011,17,43,IL,Dupage,13,67,GA,Cobb,68
2011,21,111,KY,Jefferson,13,67,GA,Cobb,76
2011,25,17,MA,Middlesex,13,67,GA,Cobb,73
2011,20,91,KS,Johnson,13,67,GA,Cobb,82
2011,1,97,AL,Mobile,13,67,GA,Cobb,72
2011,12,1,FL,Alachua,13,67,GA,Cobb,49
2011,51,810,VA,Virginia Beach city,13,67,GA,Cobb,77
2011,55,79,WI,Milwaukee,13,67,GA,Cobb,59
2011,12,5,FL,Bay,13,67,GA,Cobb,69
2011,18,97,IN,Marion,13,67,GA,Cobb,71
2011,42,3,PA,Allegheny,13,67,GA,Cobb,52
2011,12,9,FL,Brevard,13,67,GA,Cobb,61
2011,8,41,CO,El Paso,13,67,GA,Cobb,57
2011,34,17,NJ,Hudson,13,67,GA,Cobb,53
2011,37,67,NC,Forsyth,13,67,GA,Cobb,59
2011,39,113,OH,Montgomery,13,67,GA,Cobb,56
2011,1,81,AL,Lee,13,67,GA,Cobb,39
2011,9,3,CT,Hartford,13,67,GA,Cobb,50
2011,22,51,LA,Jefferson Parish,13,67,GA,Cobb,47
2011,24,5,MD,Baltimore,13,67,GA,Cobb,52
2011,24,510,MD,Baltimore city,13,67,GA,Cobb,51
2011,37,63,NC,Durham,13,67,GA,Cobb,70
2011,48,453,TX,Travis,13,67,GA,Cobb,51
2011,12,105,FL,Polk,13,67,GA,Cobb,54
2011,22,33,LA,East Baton Rouge Parish,13,67,GA,Cobb,50
2011,45,51,SC,Horry,13,67,GA,Cobb,44
2011,47,149,TN,Rutherford,13,67,GA,Cobb,69
2011,5,119,AR,Pulaski,13,67,GA,Cobb,54
2011,28,49,MS,Hinds,13,67,GA,Cobb,41
2011,12,91,FL,Okaloosa,13,67,GA,Cobb,35
2011,12,115,FL,Sarasota,13,67,GA,Cobb,39
2011,17,97,IL,Lake,13,67,GA,Cobb,55
2011,34,3,NJ,Bergen,13,67,GA,Cobb,53
2011,36,55,NY,Monroe,13,67,GA,Cobb,47
2011,37,51,NC,Cumberland,13,67,GA,Cobb,43
2011,48,121,TX,Denton,13,67,GA,Cobb,58
2011,6,1,CA,Alameda,13,67,GA,Cobb,43
2011,6,71,CA,San Bernardino,13,67,GA,Cobb,45
2011,9,9,CT,New Haven,13,67,GA,Cobb,38
2011,36,29,NY,Erie,13,67,GA,Cobb,44
2011,37,133,NC,Onslow,13,67,GA,Cobb,49
2011,8,5,CO,Arapahoe,13,67,GA,Cobb,40
2011,11,1,DC,District of Columbia,13,67,GA,Cobb,35
2011,12,21,FL,Collier,13,67,GA,Cobb,54
2011,15,3,HI,Honolulu,13,67,GA,Cobb,43
2011,24,3,MD,Anne Arundel,13,67,GA,Cobb,41
2011,51,87,VA,Henrico,13,67,GA,Cobb,38
2011,6,85,CA,Santa Clara,13,67,GA,Cobb,44
2011,12,101,FL,Pasco,13,67,GA,Cobb,38
2011,26,49,MI,Genesee,13,67,GA,Cobb,37
2011,1,15,AL,Calhoun,13,67,GA,Cobb,36
2011,45,13,SC,Beaufort,13,67,GA,Cobb,36
2011,51,153,VA,Prince William,13,67,GA,Cobb,39
2011,12,111,FL,St Lucie,13,67,GA,Cobb,32
2011,17,197,IL,Will,13,67,GA,Cobb,44
2011,21,67,KY,Fayette,13,67,GA,Cobb,41
2011,51,700,VA,Newport News city,13,67,GA,Cobb,38
2011,51,760,VA,Richmond city,13,67,GA,Cobb,29
2011,1,3,AL,Baldwin,13,67,GA,Cobb,36
2011,1,125,AL,Tuscaloosa,13,67,GA,Cobb,27
2011,10,3,DE,New Castle,13,67,GA,Cobb,31
2011,12,81,FL,Manatee,13,67,GA,Cobb,34
2011,12,109,FL,St Johns,13,67,GA,Cobb,35
2011,26,81,MI,Kent,13,67,GA,Cobb,42
2011,29,95,MO,Jackson,13,67,GA,Cobb,34
2011,31,55,NE,Douglas,13,67,GA,Cobb,35
2011,40,109,OK,Oklahoma,13,67,GA,Cobb,42
2011,45,83,SC,Spartanburg,13,67,GA,Cobb,40
2011,51,710,VA,Norfolk city,13,67,GA,Cobb,45
2011,12,19,FL,Clay,13,67,GA,Cobb,33
2011,12,97,FL,Osceola,13,67,GA,Cobb,43
2011,17,89,IL,Kane,13,67,GA,Cobb,38
2011,18,3,IN,Allen,13,67,GA,Cobb,33
2011,18,141,IN,St Joseph,13,67,GA,Cobb,43
2011,25,21,MA,Norfolk,13,67,GA,Cobb,28
2011,28,47,MS,Harrison,13,67,GA,Cobb,48
2011,34,39,NJ,Union,13,67,GA,Cobb,39
2011,39,153,OH,Summit,13,67,GA,Cobb,40
2011,51,510,VA,Alexandria city,13,67,GA,Cobb,28
2011,6,65,CA,Riverside,13,67,GA,Cobb,44
2011,8,31,CO,Denver,13,67,GA,Cobb,24
2011,12,83,FL,Marion,13,67,GA,Cobb,30
2011,25,25,MA,Suffolk,13,67,GA,Cobb,34
2011,39,17,OH,Butler,13,67,GA,Cobb,37
2011,40,143,OK,Tulsa,13,67,GA,Cobb,25
2011,45,41,SC,Florence,13,67,GA,Cobb,28
2011,47,187,TN,Williamson,13,67,GA,Cobb,51
2011,51,107,VA,Loudoun,13,67,GA,Cobb,35
2011,12,113,FL,Santa Rosa,13,67,GA,Cobb,35
2011,26,99,MI,Macomb,13,67,GA,Cobb,32
2011,34,7,NJ,Camden,13,67,GA,Cobb,25
2011,36,71,NY,Orange,13,67,GA,Cobb,29
2011,36,93,NY,Schenectady,13,67,GA,Cobb,41
2011,39,95,OH,Lucas,13,67,GA,Cobb,28
2011,42,91,PA,Montgomery,13,67,GA,Cobb,31
2011,57,3,FR,Foreign - Puerto Rico,13,67,GA,Cobb,36
2011,1,55,AL,Etowah,13,67,GA,Cobb,20
2011,1,113,AL,Russell,13,67,GA,Cobb,32
2011,6,67,CA,Sacramento,13,67,GA,Cobb,30
2011,27,37,MN,Dakota,13,67,GA,Cobb,34
2011,36,67,NY,Onondaga,13,67,GA,Cobb,27
2011,37,21,NC,Buncombe,13,67,GA,Cobb,26
2011,45,35,SC,Dorchester,13,67,GA,Cobb,36
2011,45,63,SC,Lexington,13,67,GA,Cobb,38
2011,47,125,TN,Montgomery,13,67,GA,Cobb,19
2011,48,27,TX,Bell,13,67,GA,Cobb,34
2011,49,49,UT,Utah,13,67,GA,Cobb,40
2011,4,19,AZ,Pima,13,67,GA,Cobb,31
2011,5,7,AR,Benton,13,67,GA,Cobb,40
2011,8,1,CO,Adams,13,67,GA,Cobb,23
2011,22,17,LA,Caddo Parish,13,67,GA,Cobb,25
2011,35,1,NM,Bernalillo,13,67,GA,Cobb,24
2011,42,17,PA,Bucks,13,67,GA,Cobb,30
2011,42,29,PA,Chester,13,67,GA,Cobb,21
2011,44,7,RI,Providence,13,67,GA,Cobb,21
2011,45,3,SC,Aiken,13,67,GA,Cobb,16
2011,45,15,SC,Berkeley,13,67,GA,Cobb,32
2011,6,19,CA,Fresno,13,67,GA,Cobb,20
2011,8,59,CO,Jefferson,13,67,GA,Cobb,25
2011,18,89,IN,Lake,13,67,GA,Cobb,20
2011,26,65,MI,Ingham,13,67,GA,Cobb,20
2011,29,510,MO,St Louis city,13,67,GA,Cobb,19
2011,33,11,NH,Hillsborough,13,67,GA,Cobb,26
2011,34,5,NJ,Burlington,13,67,GA,Cobb,28
2011,34,25,NJ,Monmouth,13,67,GA,Cobb,27
2011,34,27,NJ,Morris,13,67,GA,Cobb,26
2011,36,85,NY,Richmond,13,67,GA,Cobb,27
2011,37,97,NC,Iredell,13,67,GA,Cobb,25
2011,42,45,PA,Delaware,13,67,GA,Cobb,26
2011,42,133,PA,York,13,67,GA,Cobb,22
2011,51,41,VA,Chesterfield,13,67,GA,Cobb,32
2011,53,11,WA,Clark,13,67,GA,Cobb,31
2011,55,25,WI,Dane,13,67,GA,Cobb,19
2011,55,133,WI,Waukesha,13,67,GA,Cobb,31
2011,1,69,AL,Houston,13,67,GA,Cobb,31
2011,25,5,MA,Bristol,13,67,GA,Cobb,24
2011,25,27,MA,Worcester,13,67,GA,Cobb,26
2011,26,161,MI,Washtenaw,13,67,GA,Cobb,21
2011,29,183,MO,St Charles,13,67,GA,Cobb,35
2011,36,7,NY,Broome,13,67,GA,Cobb,19
2011,37,129,NC,New Hanover,13,67,GA,Cobb,26
2011,42,49,PA,Erie,13,67,GA,Cobb,20
2011,51,550,VA,Chesapeake city,13,67,GA,Cobb,35
2011,1,123,AL,Tallapoosa,13,67,GA,Cobb,21
2011,6,75,CA,San Francisco,13,67,GA,Cobb,16
2011,6,77,CA,San Joaquin,13,67,GA,Cobb,26
2011,12,69,FL,Lake,13,67,GA,Cobb,27
2011,12,89,FL,Nassau,13,67,GA,Cobb,17
2011,17,143,IL,Peoria,13,67,GA,Cobb,21
2011,27,123,MN,Ramsey,13,67,GA,Cobb,18
2011,28,105,MS,Oktibbeha,13,67,GA,Cobb,13
2011,34,1,NJ,Atlantic,13,67,GA,Cobb,23
2011,36,1,NY,Albany,13,67,GA,Cobb,24
2011,37,25,NC,Cabarrus,13,67,GA,Cobb,21
2011,37,89,NC,Henderson,13,67,GA,Cobb,30
2011,39,155,OH,Trumbull,13,67,GA,Cobb,24
2011,41,51,OR,Multnomah,13,67,GA,Cobb,24
2011,42,43,PA,Dauphin,13,67,GA,Cobb,27
2011,48,339,TX,Montgomery,13,67,GA,Cobb,18
2011,49,35,UT,Salt Lake,13,67,GA,Cobb,23
2011,51,650,VA,Hampton city,13,67,GA,Cobb,23
2011,6,111,CA,Ventura,13,67,GA,Cobb,22
2011,12,53,FL,Hernando,13,67,GA,Cobb,19
2011,12,131,FL,Walton,13,67,GA,Cobb,17
2011,18,57,IN,Hamilton,13,67,GA,Cobb,25
2011,19,153,IA,Polk,13,67,GA,Cobb,21
2011,22,55,LA,Lafayette Parish,13,67,GA,Cobb,19
2011,24,27,MD,Howard,13,67,GA,Cobb,22
2011,25,13,MA,Hampden,13,67,GA,Cobb,16
2011,26,77,MI,Kalamazoo,13,67,GA,Cobb,19
2011,28,121,MS,Rankin,13,67,GA,Cobb,16
2011,34,31,NJ,Passaic,13,67,GA,Cobb,18
2011,39,25,OH,Clermont,13,67,GA,Cobb,23
2011,39,103,OH,Medina,13,67,GA,Cobb,13
2011,42,71,PA,Lancaster,13,67,GA,Cobb,14
2011,47,11,TN,Bradley,13,67,GA,Cobb,16
2011,48,39,TX,Brazoria,13,67,GA,Cobb,21
2011,48,167,TX,Galveston,13,67,GA,Cobb,16
2011,51,800,VA,Suffolk city,13,67,GA,Cobb,24
2011,58,0,SS,Other Flows - Same State,13,67,GA,Cobb,520
2011,59,0,DS,Other Flows - Diff State,13,67,GA,Cobb,4341
2011,59,1,DS,Other Flows - Northeast,13,67,GA,Cobb,491
2011,59,3,DS,Other Flows - Midwest,13,67,GA,Cobb,1109
2011,59,5,DS,Other Flows - South,13,67,GA,Cobb,2145
2011,59,7,DS,Other Flows - West,13,67,GA,Cobb,596
2011,57,9,FR,Foreign - Other flows,13,67,GA,Cobb,110
2011,17,31,IL,Cook,13,89,GA,Dekalb,401
2011,12,86,FL,Miami Dade,13,89,GA,Dekalb,388
2011,12,11,FL,Broward,13,89,GA,Dekalb,338
2011,6,37,CA,Los Angeles,13,89,GA,Dekalb,308
2011,37,119,NC,Mecklenburg,13,89,GA,Dekalb,290
2011,36,47,NY,Kings,13,89,GA,Dekalb,293
2011,12,57,FL,Hillsborough,13,89,GA,Dekalb,246
2011,12,95,FL,Orange,13,89,GA,Dekalb,238
2011,36,61,NY,New York,13,89,GA,Dekalb,209
2011,26,163,MI,Wayne,13,89,GA,Dekalb,192
2011,36,81,NY,Queens,13,89,GA,Dekalb,235
2011,12,31,FL,Duval,13,89,GA,Dekalb,185
2011,1,73,AL,Jefferson,13,89,GA,Dekalb,208
2011,47,37,TN,Davidson,13,89,GA,Dekalb,184
2011,1,101,AL,Montgomery,13,89,GA,Dekalb,162
2011,48,201,TX,Harris,13,89,GA,Dekalb,189
2011,48,113,TX,Dallas,13,89,GA,Dekalb,167
2011,12,99,FL,Palm Beach,13,89,GA,Dekalb,140
2011,39,35,OH,Cuyahoga,13,89,GA,Dekalb,151
2011,39,49,OH,Franklin,13,89,GA,Dekalb,165
2011,47,157,TN,Shelby,13,89,GA,Dekalb,150
2011,37,183,NC,Wake,13,89,GA,Dekalb,135
2011,45,79,SC,Richland,13,89,GA,Dekalb,133
2011,6,73,CA,San Diego,13,89,GA,Dekalb,136
2011,4,13,AZ,Maricopa,13,89,GA,Dekalb,134
2011,32,3,NV,Clark,13,89,GA,Dekalb,121
2011,53,33,WA,King,13,89,GA,Dekalb,122
2011,11,1,DC,District of Columbia,13,89,GA,Dekalb,121
2011,12,103,FL,Pinellas,13,89,GA,Dekalb,110
2011,42,101,PA,Philadelphia,13,89,GA,Dekalb,125
2011,45,19,SC,Charleston,13,89,GA,Dekalb,115
2011,28,49,MS,Hinds,13,89,GA,Dekalb,108
2011,12,73,FL,Leon,13,89,GA,Dekalb,104
2011,22,71,LA,Orleans Parish,13,89,GA,Dekalb,117
2011,51,59,VA,Fairfax,13,89,GA,Dekalb,107
